Customer ID,Ordered Food,Ordered Time,Delivery Time (mins),Distance (km),Mode of Payment,Delivery Location,Delivery Guy ID,Customer Rating
CUST1876,"Smoothie, Tea, Juice, Momos",4:06 AM,102,6.58,UPI,Metro Square,DEL014,1.3
CUST1877,Sandwich,5:50 AM,94,24.71,Cash,Green Park,DEL022,4.4
CUST1878,"Momos, Chips, Paneer Tikka, Juice",2:23 AM,94,10.04,UPI,Green Park,DEL011,4.8
CUST1879,Juice,11:18 PM,49,18.45,Credit Card,Lakeside,DEL038,2
CUST1880,"Milkshake, Chips, Tea",4:42 PM,32,17.28,Wallet,City Center,DEL011,2.8
CUST1881,"Fries, Samosa, Burger, Noodles",3:45 AM,65,5.7,UPI,Metro Square,DEL049,1.1
CUST1882,Paneer Tikka,11:34 AM,15,6.36,Debit Card,City Center,DEL016,3.6
CUST1883,"Biryani, Wrap",4:55 AM,95,7.39,Credit Card,Sunset Street,DEL036,2.7
CUST1884,"Burger, Rice Bowl, Sandwich",1:34 PM,59,10.57,Credit Card,Metro Square,DEL009,2.1
CUST1885,"Pasta, Coffee, Salad",1:34 PM,111,6.24,Credit Card,Sunset Street,DEL044,1.8
CUST1886,"Coffee, Sandwich, Burger, Rice Bowl",3:25 PM,46,0.98,Cash,Tech Valley,DEL004,3.6
CUST1887,"Samosa, Coke, Smoothie",9:57 AM,118,22.05,Debit Card,Hillview,DEL075,2.7
CUST1888,"Coke, Tea",12:06 AM,73,24.16,UPI,Uptown,DEL031,1.7
CUST1889,"Fries, Noodles, Juice, Wrap",6:07 PM,63,8.87,UPI,Hillview,DEL062,3.8
CUST1890,"Coffee, Wrap, Milkshake, Chips",4:20 PM,81,8.79,Credit Card,Lakeside,DEL063,3.3
CUST1891,Coffee,8:35 AM,114,0.67,Credit Card,Downtown,DEL013,4.4
CUST1892,"Hotdog, Fries, Samosa",5:03 PM,58,17.17,Debit Card,Downtown,DEL002,1.5
CUST1893,Juice,12:19 PM,108,20.72,Credit Card,Riverside,DEL008,4.1
CUST1894,Burger,9:48 AM,20,4.09,UPI,Old Town,DEL035,3.7
CUST1895,"Tea, Wrap, Burger",4:53 AM,97,4.41,Wallet,Green Park,DEL001,1.5
CUST1896,"Paneer Tikka, Momos",9:00 PM,58,19.86,Debit Card,Downtown,DEL075,3.8
CUST1897,Pasta,1:50 AM,30,15.6,Wallet,City Center,DEL006,2.8
CUST1898,Coke,12:11 PM,75,1.6,Credit Card,Airport Zone,DEL013,4.8
CUST1899,"Salad, Wrap, Fries",6:59 PM,72,15.75,Debit Card,Green Park,DEL028,1.6
CUST1900,"Salad, Coffee, Burger",4:58 PM,113,8.07,Wallet,Green Park,DEL067,3.6
CUST1901,"Sandwich, Coffee, Milkshake, Fries",3:28 PM,92,9.53,Cash,Uptown,DEL001,2.5
CUST1902,"Coke, Sandwich, Samosa",8:33 PM,112,19.36,UPI,Airport Zone,DEL049,4.8
CUST1903,Burger,3:15 PM,37,20.37,Credit Card,Airport Zone,DEL078,2.3
CUST1904,Burger,10:33 AM,26,10.31,Credit Card,Riverside,DEL067,4.8
CUST1905,"Sandwich, Biryani, Juice, Smoothie",10:49 AM,15,23.71,Wallet,Hillview,DEL035,4.6
CUST1906,Coke,11:24 PM,28,10.46,Credit Card,Hillview,DEL063,2.1
CUST1907,"Paneer Tikka, Salad",8:25 PM,65,19.41,UPI,Metro Square,DEL061,4.2
CUST1908,"Fries, Tea",9:55 AM,111,12.35,Debit Card,Hillview,DEL044,5
CUST1909,"Hotdog, Paneer Tikka",12:47 PM,37,22.49,UPI,Old Town,DEL078,2
CUST1910,Wrap,9:49 AM,75,22.74,Debit Card,Tech Valley,DEL055,2.7
CUST1911,Biryani,11:07 PM,47,2.64,Wallet,Sunset Street,DEL044,3.1
CUST1912,"Samosa, Hotdog",7:27 PM,46,23.44,Wallet,City Center,DEL048,2.2
CUST1913,"Milkshake, Chips",11:08 PM,77,20.73,Cash,City Center,DEL044,1.1
CUST1914,"Paneer Tikka, Momos, Biryani",6:18 AM,95,19.89,Credit Card,Old Town,DEL041,1.9
CUST1915,"Sandwich, Milkshake",9:11 PM,99,5.42,Debit Card,Old Town,DEL031,2.1
CUST1916,"Rice Bowl, Smoothie",3:39 AM,58,20.23,UPI,Riverside,DEL047,2.8
CUST1917,"Noodles, Coffee",4:45 AM,52,21.33,UPI,Lakeside,DEL052,1.7
CUST1918,"Samosa, Smoothie, Paneer Tikka",1:51 PM,45,7.58,Wallet,Downtown,DEL049,4.5
CUST1919,"Paneer Tikka, Coffee, Coke, Pasta",4:11 AM,67,23.83,Debit Card,Hillview,DEL079,3.8
CUST1920,Milkshake,2:12 AM,22,1.72,Credit Card,Sunset Street,DEL008,1.3
CUST1921,"Wrap, Rice Bowl, Biryani",5:01 AM,61,4.17,Cash,Riverside,DEL046,3.6
CUST1922,Burger,9:44 AM,67,13.67,Cash,Riverside,DEL043,3.6
CUST1923,"Paneer Tikka, Momos, Coke, Samosa",2:02 AM,41,14.61,Cash,Uptown,DEL013,4.8
CUST1924,"Wrap, Paneer Tikka",9:10 AM,90,16.31,Wallet,Hillview,DEL001,1
CUST1925,Pasta,7:16 PM,114,0.92,Credit Card,Green Park,DEL059,2
CUST1926,"Sandwich, Pasta",5:13 PM,109,24.03,UPI,Hillview,DEL052,4.7
CUST1927,"Sandwich, Fries",3:18 AM,69,1.59,Wallet,Tech Valley,DEL018,4.7
CUST1928,"Samosa, Momos, Coke, Burger",11:31 PM,119,4.01,Credit Card,Airport Zone,DEL004,3.9
CUST1929,Wrap,4:58 PM,92,0.84,Credit Card,Airport Zone,DEL078,4.1
CUST1930,"Burger, Chips",6:49 PM,67,14.39,Debit Card,Airport Zone,DEL016,1.4
CUST1931,"Burger, Tea, Momos, Pizza",10:55 PM,108,23.34,Credit Card,Uptown,DEL068,3.1
CUST1932,"Samosa, Burger",3:05 AM,119,16.82,UPI,Green Park,DEL036,1.9
CUST1933,"Tea, Milkshake, Smoothie",3:55 PM,113,20.66,Cash,Metro Square,DEL032,1.7
CUST1934,"Pizza, Momos, Samosa",7:28 PM,65,0.83,Debit Card,Sunset Street,DEL048,4.2
CUST1935,"Smoothie, Juice",4:52 AM,37,13.78,Credit Card,Hillview,DEL058,1.5
CUST1936,"Pasta, Biryani",1:37 PM,10,11.76,UPI,Lakeside,DEL080,2.9
CUST1937,"Coke, Milkshake, Sandwich, Wrap",7:38 PM,51,12.72,Credit Card,Riverside,DEL061,4.8
CUST1938,Milkshake,7:17 PM,91,2.27,Wallet,City Center,DEL066,1.7
CUST1939,"Hotdog, Sandwich, Rice Bowl, Pizza",6:44 PM,57,17.27,Wallet,Green Park,DEL053,4.9
CUST1940,"Momos, Milkshake, Burger",4:06 PM,49,12.83,Cash,Uptown,DEL025,5
CUST1941,"Samosa, Coffee, Coke",8:10 PM,106,19.25,Cash,Uptown,DEL001,3.2
CUST1942,"Milkshake, Chips",4:44 PM,72,12.39,Wallet,Hillview,DEL042,1.7
CUST1943,"Noodles, Fries, Paneer Tikka, Pizza",6:07 AM,85,4.16,UPI,Airport Zone,DEL003,2.3
CUST1944,"Coffee, Pasta, Pizza",11:35 PM,81,16.38,Debit Card,Lakeside,DEL047,2.7
CUST1945,"Coke, Biryani",12:03 AM,97,4.72,Wallet,Sunset Street,DEL006,2.2
CUST1946,"Coke, Hotdog, Biryani, Pasta",7:56 AM,89,21.87,Cash,Old Town,DEL042,2.1
CUST1947,"Samosa, Chips, Pasta, Biryani",1:27 PM,13,15.52,Credit Card,Old Town,DEL057,4.9
CUST1948,"Pasta, Salad, Noodles, Samosa",1:01 PM,47,4.35,Debit Card,Sunset Street,DEL030,1.6
CUST1949,Coke,11:44 PM,117,24.08,Cash,Lakeside,DEL078,3.9
CUST1950,"Noodles, Coke, Burger",11:10 PM,36,13.2,Credit Card,Green Park,DEL063,1
CUST1951,"Noodles, Coffee, Smoothie",10:00 PM,18,2.29,Debit Card,Riverside,DEL052,3.4
CUST1952,Fries,1:00 AM,25,15.86,Debit Card,Uptown,DEL079,4.7
CUST1953,Pasta,11:59 AM,65,6.7,Cash,City Center,DEL011,2.2
CUST1954,"Coke, Pasta, Salad",6:47 AM,85,20.19,Credit Card,Airport Zone,DEL045,1.7
CUST1955,"Wrap, Biryani",5:34 AM,40,20.54,UPI,Downtown,DEL055,3.6
CUST1956,Samosa,10:12 AM,97,24.48,Debit Card,Hillview,DEL061,3.9
CUST1957,Tea,5:25 PM,23,12.8,Wallet,Downtown,DEL013,3.8
CUST1958,"Paneer Tikka, Tea, Chips, Biryani",6:55 AM,118,11.65,Wallet,Lakeside,DEL050,2.3
CUST1959,"Hotdog, Burger",3:00 AM,34,18.96,Credit Card,Green Park,DEL038,2
CUST1960,"Milkshake, Coke, Rice Bowl",10:40 AM,43,3.75,Credit Card,Hillview,DEL078,4.8
CUST1961,"Wrap, Smoothie",1:20 AM,76,13.9,UPI,Riverside,DEL025,4.7
CUST1962,"Burger, Smoothie, Biryani",5:17 AM,33,13.88,Debit Card,Sunset Street,DEL019,2.8
CUST1963,"Pasta, Tea",7:56 AM,115,2.69,Cash,Sunset Street,DEL067,4.4
CUST1964,Tea,4:57 PM,82,10.74,Debit Card,Metro Square,DEL074,2.8
CUST1965,"Biryani, Pasta, Salad",7:35 AM,35,21.41,Debit Card,Tech Valley,DEL065,2.7
CUST1966,"Biryani, Pasta, Milkshake",10:00 PM,29,21.48,Cash,Tech Valley,DEL005,1.6
CUST1967,Fries,11:35 AM,73,2.93,Wallet,Uptown,DEL017,2.7
CUST1968,Paneer Tikka,10:10 PM,113,2.72,Debit Card,Old Town,DEL064,3.1
CUST1969,"Pasta, Milkshake",1:53 PM,19,6.94,Credit Card,Riverside,DEL012,1.1
CUST1970,Momos,7:10 PM,92,21.93,Debit Card,Downtown,DEL039,2.8
CUST1971,"Milkshake, Salad, Fries, Burger",9:49 PM,76,3.66,Credit Card,Airport Zone,DEL071,4.1
CUST1972,"Samosa, Pasta, Momos, Paneer Tikka",6:49 PM,33,18.14,Debit Card,Old Town,DEL060,3.7
CUST1973,"Burger, Sandwich, Coke",7:03 PM,14,2.98,Debit Card,Green Park,DEL022,3.5
CUST1974,Paneer Tikka,1:28 AM,76,15.77,UPI,Old Town,DEL058,4.6
CUST1975,"Burger, Coke, Paneer Tikka, Pizza",12:34 PM,67,9.22,Debit Card,Downtown,DEL015,1.1
CUST1976,"Fries, Tea",10:27 PM,36,19.83,UPI,Downtown,DEL062,3.2
CUST1977,"Rice Bowl, Burger",5:52 AM,89,6.23,Debit Card,Uptown,DEL070,4.1
CUST1978,Coke,2:48 PM,24,16.16,Wallet,Airport Zone,DEL031,3.2
CUST1979,"Sandwich, Biryani",1:59 PM,44,6.27,Cash,Airport Zone,DEL032,2.3
CUST1980,"Salad, Hotdog, Chips",7:54 AM,85,17.98,Credit Card,Old Town,DEL028,1.5
CUST1981,"Momos, Milkshake, Tea, Burger",7:11 AM,114,21.91,Credit Card,Sunset Street,DEL022,4.6
CUST1982,Noodles,5:56 PM,62,3.61,Cash,Riverside,DEL012,2.9
CUST1983,"Paneer Tikka, Coke",6:56 AM,53,21.73,Wallet,Uptown,DEL014,4.5
CUST1984,Milkshake,4:39 PM,35,15.04,Credit Card,Hillview,DEL056,3.3
CUST1985,"Juice, Pizza, Salad",12:43 PM,56,3.61,Wallet,Riverside,DEL004,3.7
CUST1986,"Chips, Burger",6:13 AM,43,10.97,Wallet,Lakeside,DEL021,4.2
CUST1987,Coke,3:26 PM,96,4.44,Wallet,Uptown,DEL042,3.6
CUST1988,"Hotdog, Wrap",11:05 PM,104,17.66,Cash,Green Park,DEL050,2.6
CUST1989,"Sandwich, Hotdog",4:21 PM,59,19.09,Cash,Uptown,DEL036,3.1
CUST1990,"Momos, Wrap",8:07 PM,93,3.09,UPI,Uptown,DEL029,4.2
CUST1991,"Coffee, Pizza",8:34 PM,21,12.9,Debit Card,Hillview,DEL033,2.5
CUST1992,Pizza,12:11 PM,96,20.46,Debit Card,Riverside,DEL061,2.6
CUST1993,"Rice Bowl, Samosa",12:29 PM,13,23.44,UPI,Tech Valley,DEL016,1.4
CUST1994,Burger,3:15 AM,96,13.08,Wallet,Sunset Street,DEL018,4.7
CUST1995,"Juice, Coffee",1:35 PM,57,23.78,Cash,Old Town,DEL069,1.4
CUST1996,"Samosa, Fries, Hotdog, Biryani",9:49 AM,64,13.62,Cash,Tech Valley,DEL063,3.6
CUST1997,"Chips, Hotdog, Juice, Sandwich",3:00 AM,10,10.16,Wallet,City Center,DEL012,2.7
CUST1998,"Milkshake, Burger",2:12 AM,98,21.28,Credit Card,Metro Square,DEL043,2.6
CUST1999,Hotdog,4:42 AM,75,12.58,Credit Card,Uptown,DEL029,3.7
CUST2000,"Fries, Samosa",4:50 PM,39,12.06,Cash,Downtown,DEL074,1.3
CUST2001,"Burger, Milkshake, Pasta, Hotdog",5:12 AM,12,12.51,Debit Card,Sunset Street,DEL077,3.4
CUST2002,"Noodles, Salad, Wrap",7:45 AM,30,21.25,Wallet,Old Town,DEL009,4.1
CUST2003,"Pizza, Hotdog, Salad",7:09 PM,98,20.88,Debit Card,Uptown,DEL044,4.3
CUST2004,"Pizza, Milkshake",3:43 AM,93,10.39,Cash,Old Town,DEL049,1.7
CUST2005,"Rice Bowl, Pizza",5:54 PM,58,8.67,Credit Card,Sunset Street,DEL049,4.6
CUST2006,"Tea, Coke, Momos",4:46 PM,95,12.55,UPI,Uptown,DEL072,3.6
CUST2007,Momos,7:22 AM,94,14.53,Credit Card,Downtown,DEL056,4.5
CUST2008,"Coffee, Smoothie, Salad, Pizza",5:29 AM,71,6.34,Debit Card,Lakeside,DEL030,2.9
CUST2009,Paneer Tikka,11:38 PM,106,19.95,Debit Card,Metro Square,DEL029,3.2
CUST2010,Samosa,11:54 PM,47,12.42,Cash,Tech Valley,DEL034,4.7
CUST2011,Pasta,2:33 AM,24,8.68,Credit Card,Metro Square,DEL015,4.6
CUST2012,Salad,3:20 PM,119,3.12,Cash,Old Town,DEL038,2.8
CUST2013,"Smoothie, Paneer Tikka, Samosa, Sandwich",10:48 PM,61,6.35,UPI,Green Park,DEL012,2.1
CUST2014,"Salad, Pasta",11:44 PM,88,23.76,UPI,Tech Valley,DEL015,2.6
CUST2015,"Pasta, Sandwich",12:25 AM,55,7.97,Debit Card,Hillview,DEL012,2.6
CUST2016,Pasta,3:31 PM,34,4.64,Credit Card,City Center,DEL044,2.1
CUST2017,Tea,12:06 PM,30,11.79,Debit Card,Green Park,DEL076,2.1
CUST2018,Coke,8:02 PM,97,8.02,Wallet,Sunset Street,DEL025,4.4
CUST2019,"Tea, Salad, Samosa",1:48 PM,14,1.36,Wallet,Downtown,DEL015,1.3
CUST2020,"Sandwich, Milkshake",8:46 PM,79,8.42,UPI,Tech Valley,DEL074,3.7
CUST2021,"Momos, Samosa, Pasta, Fries",11:52 AM,116,13.83,UPI,Metro Square,DEL048,1.7
CUST2022,"Rice Bowl, Pizza",6:10 PM,117,14.02,Cash,Old Town,DEL017,2.4
CUST2023,Milkshake,12:40 AM,56,9.24,Debit Card,Metro Square,DEL041,1.2
CUST2024,Tea,5:33 PM,96,11.46,Debit Card,Downtown,DEL049,2.1
CUST2025,"Hotdog, Coke, Tea, Chips",3:54 AM,77,24.16,Debit Card,City Center,DEL074,4.1
CUST2026,Chips,8:52 PM,100,9.75,UPI,Tech Valley,DEL001,4.5
CUST2027,Chips,8:15 AM,27,6.83,Cash,Lakeside,DEL040,1.9
CUST2028,Fries,2:39 AM,30,6.46,Debit Card,Metro Square,DEL008,2.9
CUST2029,"Hotdog, Paneer Tikka, Fries",4:29 AM,101,11.72,Debit Card,Riverside,DEL076,2.9
CUST2030,Momos,7:28 PM,108,19.11,Cash,Riverside,DEL069,4.5
CUST2031,"Burger, Pizza, Salad, Juice",1:07 PM,95,5.55,Wallet,Airport Zone,DEL025,4.1
CUST2032,Wrap,2:58 PM,113,17.88,UPI,Uptown,DEL050,3.1
CUST2033,Samosa,4:44 PM,32,1.02,UPI,Green Park,DEL055,3.7
CUST2034,"Tea, Smoothie, Burger",3:22 AM,73,10.76,UPI,Hillview,DEL041,4.4
CUST2035,"Coffee, Coke, Hotdog",6:26 PM,76,19.51,Debit Card,City Center,DEL047,1
CUST2036,Salad,6:54 PM,49,8.8,Debit Card,Airport Zone,DEL017,2.6
CUST2037,"Rice Bowl, Paneer Tikka",5:41 PM,19,14.31,Debit Card,Airport Zone,DEL067,4.6
CUST2038,"Coffee, Biryani, Noodles, Fries",7:34 AM,98,5.52,Wallet,Riverside,DEL078,4
CUST2039,"Hotdog, Coffee",10:19 PM,61,18.68,Credit Card,Downtown,DEL076,3.2
CUST2040,Tea,11:42 AM,81,1.78,Cash,Tech Valley,DEL029,3.1
CUST2041,"Biryani, Sandwich, Noodles, Milkshake",3:11 PM,84,21.39,Wallet,Downtown,DEL014,2.4
CUST2042,"Chips, Sandwich, Rice Bowl, Wrap",11:43 PM,70,5.36,Cash,Downtown,DEL051,3.1
CUST2043,"Pasta, Smoothie, Juice",12:45 AM,73,21.92,Wallet,City Center,DEL002,3.6
CUST2044,"Fries, Juice, Noodles",11:09 PM,14,9.14,Debit Card,Riverside,DEL069,2.7
CUST2045,"Noodles, Samosa, Smoothie",10:25 PM,118,18.21,Wallet,Downtown,DEL059,3.9
CUST2046,"Paneer Tikka, Burger, Pasta, Milkshake",12:23 PM,62,8.32,Wallet,City Center,DEL041,4.4
CUST2047,"Coke, Noodles",10:52 PM,64,22.69,Debit Card,Old Town,DEL019,1.6
CUST2048,"Tea, Juice",12:34 PM,46,3.6,Credit Card,Tech Valley,DEL038,2.8
CUST2049,Juice,12:48 PM,65,4.87,UPI,Green Park,DEL029,2.6
CUST2050,"Hotdog, Paneer Tikka, Smoothie",5:39 AM,68,12.58,Wallet,Metro Square,DEL064,3.7
CUST2051,Salad,11:36 AM,118,2.51,Credit Card,Airport Zone,DEL059,2
CUST2052,Wrap,3:08 AM,111,5.3,Wallet,Green Park,DEL019,3.6
CUST2053,"Sandwich, Milkshake, Momos, Pasta",10:28 AM,102,23.62,Cash,Airport Zone,DEL077,4.5
CUST2054,"Rice Bowl, Wrap, Salad, Pizza",6:19 AM,78,24.42,Debit Card,Downtown,DEL037,2.7
CUST2055,"Chips, Rice Bowl, Noodles",7:32 PM,82,9.72,Debit Card,Metro Square,DEL019,4.6
CUST2056,"Samosa, Fries",6:36 PM,68,23.12,UPI,Green Park,DEL005,5
CUST2057,Coke,5:21 AM,11,13.85,Wallet,City Center,DEL077,1.4
CUST2058,Burger,10:14 AM,74,7.11,Debit Card,City Center,DEL041,1.9
CUST2059,"Coke, Noodles, Burger, Salad",7:17 PM,113,17.71,UPI,Hillview,DEL040,4.8
CUST2060,Coke,9:27 PM,69,16.64,Credit Card,Airport Zone,DEL065,4.8
CUST2061,"Wrap, Hotdog, Salad",8:40 PM,60,24.73,UPI,Uptown,DEL016,1.4
CUST2062,"Biryani, Pasta, Noodles, Momos",12:48 AM,39,6.99,Wallet,Uptown,DEL036,1.1
CUST2063,"Momos, Noodles, Fries, Smoothie",2:47 PM,20,16.97,Wallet,Hillview,DEL074,1.6
CUST2064,"Pasta, Samosa, Fries",9:56 AM,101,1.77,Wallet,City Center,DEL062,5
CUST2065,"Smoothie, Rice Bowl",4:37 AM,117,3.28,Debit Card,Downtown,DEL028,1.7
CUST2066,"Hotdog, Noodles, Paneer Tikka",7:01 PM,85,0.6,Debit Card,Tech Valley,DEL064,3
CUST2067,"Milkshake, Coffee, Hotdog",2:17 PM,48,24.99,Cash,Tech Valley,DEL038,4.4
CUST2068,Pasta,8:30 PM,99,20.16,Credit Card,Sunset Street,DEL049,1.1
CUST2069,"Samosa, Juice, Noodles, Milkshake",4:48 AM,86,19.77,Credit Card,Downtown,DEL008,3.4
CUST2070,"Burger, Coffee",7:26 PM,81,12.99,Cash,Uptown,DEL043,2.1
CUST2071,"Fries, Pizza, Sandwich",1:37 PM,72,7.85,Credit Card,Green Park,DEL020,4.4
CUST2072,"Coffee, Smoothie, Hotdog, Juice",9:04 AM,73,4.21,Wallet,Uptown,DEL027,2.1
CUST2073,"Coffee, Sandwich, Hotdog",2:36 PM,70,7.47,UPI,Hillview,DEL029,3.7
CUST2074,"Pasta, Juice, Tea, Salad",7:25 PM,63,9.71,UPI,Green Park,DEL007,3.7
CUST2075,"Coffee, Momos",3:01 PM,101,19.03,Cash,Airport Zone,DEL023,1.9
CUST2076,Fries,5:00 PM,103,13.72,Debit Card,Lakeside,DEL063,1.1
CUST2077,"Smoothie, Coffee, Milkshake, Coke",5:50 PM,82,2.4,Cash,Lakeside,DEL051,2.6
CUST2078,"Noodles, Paneer Tikka, Wrap",7:29 PM,112,0.94,Credit Card,City Center,DEL039,2.2
CUST2079,Pasta,9:43 AM,104,3.01,Wallet,Downtown,DEL021,4.2
CUST2080,Juice,9:31 PM,67,10.56,Debit Card,Uptown,DEL003,4.2
CUST2081,"Salad, Noodles",8:35 AM,94,23.36,Cash,Tech Valley,DEL071,2.8
CUST2082,"Coke, Tea",11:43 AM,65,16.12,Wallet,Tech Valley,DEL051,3.4
CUST2083,"Pizza, Rice Bowl",7:54 PM,43,20.14,Debit Card,Riverside,DEL044,3.4
CUST2084,Tea,6:18 PM,40,11.93,Debit Card,Riverside,DEL055,4.3
CUST2085,Coffee,12:17 PM,61,9.36,Cash,Airport Zone,DEL061,2.7
CUST2086,Coffee,2:32 AM,98,3.16,Debit Card,Old Town,DEL045,2.1
CUST2087,"Momos, Wrap",6:51 AM,85,21.96,Debit Card,City Center,DEL051,2.1
CUST2088,"Juice, Momos",7:51 PM,10,19.69,UPI,City Center,DEL051,3.1
CUST2089,"Paneer Tikka, Tea, Burger",4:54 PM,64,4.62,UPI,City Center,DEL010,2.8
CUST2090,"Pasta, Samosa, Burger, Fries",9:07 AM,31,13.05,Cash,City Center,DEL068,2.8
CUST2091,Rice Bowl,1:29 PM,49,12.44,Cash,Hillview,DEL037,1.4
CUST2092,"Noodles, Pizza, Burger, Salad",7:18 AM,110,15.81,Debit Card,Downtown,DEL037,3.9
CUST2093,Rice Bowl,2:33 PM,10,23.68,UPI,Downtown,DEL025,1.9
CUST2094,"Pasta, Paneer Tikka",8:21 PM,74,14.7,Wallet,Green Park,DEL071,1.8
CUST2095,Wrap,6:25 AM,72,13.74,Cash,Riverside,DEL051,2.7
CUST2096,"Biryani, Momos",11:37 PM,115,1.73,Debit Card,Lakeside,DEL013,1.9
CUST2097,"Smoothie, Tea",5:51 PM,63,2.04,UPI,City Center,DEL017,3.3
CUST2098,"Sandwich, Milkshake",5:06 PM,51,5.09,Wallet,City Center,DEL042,2.5
CUST2099,Fries,12:18 PM,30,1.3,Wallet,Metro Square,DEL075,2.8
CUST2100,Rice Bowl,6:34 PM,88,18.71,UPI,City Center,DEL007,3.1
CUST2101,"Tea, Smoothie, Burger, Pizza",12:16 AM,90,18.22,Wallet,Downtown,DEL039,1.8
CUST2102,"Salad, Noodles, Chips, Paneer Tikka",9:20 AM,31,3.83,Wallet,Green Park,DEL059,1.6
CUST2103,"Momos, Chips",12:50 AM,47,20.98,Cash,Tech Valley,DEL021,4.5
CUST2104,Paneer Tikka,7:10 PM,108,4.29,Wallet,City Center,DEL074,2.7
CUST2105,Tea,9:40 PM,118,7.88,Wallet,Metro Square,DEL018,2.6
CUST2106,"Burger, Salad, Samosa, Noodles",4:51 PM,89,6.6,UPI,Downtown,DEL057,1.1
CUST2107,Pasta,12:56 PM,17,9.62,Debit Card,Uptown,DEL062,3
CUST2108,"Tea, Biryani, Rice Bowl, Coke",12:20 AM,71,6.74,Cash,Metro Square,DEL038,3.2
CUST2109,"Rice Bowl, Burger, Milkshake",5:07 AM,56,12.48,Wallet,Airport Zone,DEL019,3.2
CUST2110,Rice Bowl,1:10 AM,26,10.48,UPI,Lakeside,DEL027,3.8
CUST2111,"Smoothie, Juice",12:08 PM,26,24.67,Debit Card,Downtown,DEL028,1.7
CUST2112,"Samosa, Sandwich, Fries",2:02 PM,99,1.87,Credit Card,Uptown,DEL026,2
CUST2113,"Rice Bowl, Fries, Burger",12:25 PM,22,3.98,UPI,Uptown,DEL002,4.2
CUST2114,"Burger, Salad, Coffee",9:35 AM,26,1.79,UPI,Riverside,DEL047,4.8
CUST2115,"Pasta, Smoothie",7:57 PM,47,15.83,Debit Card,Hillview,DEL074,1.5
CUST2116,"Tea, Chips, Paneer Tikka, Samosa",1:01 AM,90,1.84,Cash,Old Town,DEL014,3
CUST2117,"Momos, Hotdog, Rice Bowl, Wrap",5:11 PM,87,20.99,Debit Card,Hillview,DEL019,1.9
CUST2118,"Fries, Pasta",8:34 AM,54,13.04,Cash,Riverside,DEL049,1.2
CUST2119,"Coke, Tea, Rice Bowl, Milkshake",8:22 AM,15,13.41,Wallet,Riverside,DEL055,2.3
CUST2120,Fries,4:06 PM,44,14.26,Debit Card,Lakeside,DEL022,1.6
CUST2121,"Sandwich, Coffee, Samosa",7:00 AM,119,4.68,Credit Card,Uptown,DEL008,3.8
CUST2122,"Sandwich, Juice, Chips, Tea",5:56 PM,23,5.34,Wallet,Riverside,DEL013,3.1
CUST2123,"Biryani, Smoothie",5:36 PM,81,8.31,Credit Card,Riverside,DEL046,1.6
CUST2124,"Milkshake, Sandwich, Noodles, Burger",5:12 PM,70,15.04,UPI,Metro Square,DEL061,1
CUST2125,Samosa,9:51 PM,24,5.65,Debit Card,City Center,DEL023,4.2
CUST2126,"Chips, Sandwich, Momos, Rice Bowl",1:21 AM,63,3.35,Wallet,Green Park,DEL007,1.7
CUST2127,"Juice, Smoothie",3:19 PM,36,24.27,Credit Card,City Center,DEL016,3.4
CUST2128,"Rice Bowl, Fries, Chips, Smoothie",9:52 PM,22,1.04,UPI,Old Town,DEL066,2.3
CUST2129,"Pizza, Fries",5:35 PM,40,20.17,Cash,Tech Valley,DEL044,3.3
CUST2130,"Momos, Burger, Hotdog",7:39 AM,44,19.81,UPI,Uptown,DEL076,2.3
CUST2131,"Coke, Tea",7:47 PM,69,7.78,Wallet,Riverside,DEL056,1.3
CUST2132,"Sandwich, Milkshake, Noodles",3:16 PM,15,3.82,Wallet,City Center,DEL020,1.9
CUST2133,"Milkshake, Paneer Tikka",11:06 PM,78,4.07,UPI,Riverside,DEL052,1.8
CUST2134,Biryani,5:22 PM,95,17.59,Cash,Airport Zone,DEL032,2.7
CUST2135,"Milkshake, Salad, Samosa, Momos",1:55 PM,67,16.25,UPI,Lakeside,DEL005,3.6
CUST2136,"Coffee, Sandwich, Burger",7:00 AM,58,19.68,Credit Card,Hillview,DEL016,2.1
CUST2137,"Coffee, Salad",4:59 AM,32,23.47,Credit Card,Green Park,DEL031,1
CUST2138,Noodles,2:50 PM,98,17.45,Wallet,Tech Valley,DEL051,3.1
CUST2139,"Momos, Tea, Coffee, Pasta",11:58 AM,43,4.32,Cash,Metro Square,DEL063,3.4
CUST2140,"Salad, Noodles, Samosa, Milkshake",12:03 AM,35,6.46,Cash,Hillview,DEL039,4.9
CUST2141,Momos,12:13 AM,56,21.13,Credit Card,Green Park,DEL077,3.4
CUST2142,"Wrap, Juice",1:43 AM,14,5.63,Credit Card,City Center,DEL023,2.9
CUST2143,Sandwich,11:46 AM,99,2.28,Wallet,Riverside,DEL049,3.3
CUST2144,Juice,12:48 PM,29,17.73,Wallet,Hillview,DEL012,4.7
CUST2145,"Chips, Rice Bowl, Sandwich, Noodles",9:25 PM,15,10.36,Debit Card,City Center,DEL060,4.3
CUST2146,"Paneer Tikka, Wrap, Fries",3:37 AM,79,23.04,Debit Card,Old Town,DEL049,2.3
CUST2147,"Coffee, Paneer Tikka, Hotdog",7:22 PM,68,16.43,Cash,Tech Valley,DEL036,1.9
